export_id,date_key,corridor_key,fruit_key,grower_key,season,subzone,variety,pack_week,season_phase,trays_submitted,trays_exported,trays_lost,loss_pct,dm_pct_avg,tzg_score,mts_pass,submit_payment_nzd,taste_payment_nzd,total_return_nzd,freight_cost_nzd,margin_erosion_pct,otif_pct,risk_score,congestion_index,rainfall_mm_7d,reg_index,vol_index
7299,20240527,3,11804,293,2023/24,Tauranga,SunGold,22,MainPack,880,848,32,3.682,17.26,0.256,True,3168.0,206.23,3374.23,315.49,7.61,89.02,19,91.8,18.0,15.0,102
7300,20240311,3,11809,294,2023/24,Tauranga,Green,11,KiwiStart,1061,1027,34,3.292,17.16,0.369,True,2917.75,360.01,3277.76,382.09,25.56,88.63,21,91.8,28.0,15.0,102
7301,20240318,3,11810,294,2023/24,Tauranga,Green,12,KiwiStart,914,884,30,3.379,16.24,0.164,True,2513.5,137.73,2651.23,328.89,30.1,88.63,25,91.8,28.0,15.0,102
7302,20240325,3,11811,294,2023/24,Tauranga,Green,13,KiwiStart,1035,991,44,4.271,16.79,0.287,True,2846.25,270.2,3116.45,368.7,27.44,88.63,22,91.8,28.0,15.0,102
7303,20240401,3,11812,294,2023/24,Tauranga,Green,14,MainPack,767,743,24,3.191,17.52,0.449,True,2109.25,316.93,2426.18,276.43,23.78,88.46,21,91.8,32.0,15.0,102
7304,20240408,3,11813,294,2023/24,Tauranga,Green,15,MainPack,1171,1123,48,4.108,16.9,0.311,True,3220.25,331.79,3552.04,417.81,26.91,88.46,22,91.8,32.0,15.0,102
7305,20240415,3,11814,294,2023/24,Tauranga,Green,16,MainPack,791,772,19,2.422,17.11,0.358,True,2175.25,262.56,2437.81,287.22,25.74,88.46,21,91.8,32.0,15.0,102
7306,20240422,3,11815,294,2023/24,Tauranga,Green,17,MainPack,826,798,28,3.458,16.45,0.211,True,2271.5,159.96,2431.46,296.89,29.07,88.87,23,91.8,22.0,15.0,102
7307,20240429,3,11816,294,2023/24,Tauranga,Green,18,MainPack,1158,1129,29,2.554,16.76,0.28,True,3184.5,300.31,3484.81,420.04,27.49,88.87,21,91.8,22.0,15.0,102
7308,20240506,3,11817,294,2023/24,Tauranga,Green,19,MainPack,808,778,30,3.828,16.74,0.276,True,2222.0,203.99,2425.99,289.45,27.65,88.87,21,91.8,22.0,15.0,102
7309,20240513,3,11818,294,2023/24,Tauranga,Green,20,MainPack,852,824,28,3.371,16.04,0.12,True,2343.0,93.94,2436.94,306.57,31.08,89.02,27,91.8,18.0,15.0,102
7310,20240401,3,11828,295,2023/24,Tauranga,OrganicSunGold,14,MainPack,1013,975,38,3.759,16.02,0.0,False,4305.25,0.0,0.0,362.74,100.0,76.46,29,91.8,32.0,15.0,102
7311,20240408,3,11829,295,2023/24,Tauranga,OrganicSunGold,15,MainPack,1117,1066,51,4.613,17.69,0.351,True,4747.25,355.46,5102.71,396.6,0.0,88.46,20,91.8,32.0,15.0,102
7312,20240415,3,11830,295,2023/24,Tauranga,OrganicSunGold,16,MainPack,1164,1132,32,2.808,17.41,0.289,True,4947.0,310.79,5257.79,421.15,0.0,88.46,21,91.8,32.0,15.0,102
7313,20240422,3,11831,295,2023/24,Tauranga,OrganicSunGold,17,MainPack,1170,1135,35,3.064,16.65,0.121,True,4972.5,130.47,5102.97,422.27,0.0,88.87,22,91.8,22.0,15.0,102
7314,20240429,3,11832,295,2023/24,Tauranga,OrganicSunGold,18,MainPack,1131,1099,32,2.893,17.14,0.229,True,4806.75,239.09,5045.84,408.88,0.0,88.87,20,91.8,22.0,15.0,102
7315,20240506,3,11833,295,2023/24,Tauranga,OrganicSunGold,19,MainPack,1354,1308,46,3.448,16.12,0.004,True,5754.5,4.97,5759.47,486.63,0.0,88.87,26,91.8,22.0,15.0,102
7316,20240513,3,11834,295,2023/24,Tauranga,OrganicSunGold,20,MainPack,797,769,28,3.544,17.12,0.225,True,3387.25,164.37,3551.62,286.1,0.0,89.02,20,91.8,18.0,15.0,102
7317,20240520,3,11835,295,2023/24,Tauranga,OrganicSunGold,21,MainPack,779,749,30,3.937,15.74,0.0,False,3310.75,0.0,0.0,278.66,100.0,77.02,32,91.8,18.0,15.0,102
7318,20240325,3,11843,296,2023/24,Tauranga,SunGold,13,KiwiStart,1315,1260,55,4.257,16.92,0.181,True,4734.0,216.66,4950.66,468.78,9.28,88.63,21,91.8,28.0,15.0,102
7319,20240401,3,11844,296,2023/24,Tauranga,SunGold,14,MainPack,1242,1192,50,4.035,17.08,0.216,True,4471.2,244.6,4715.8,443.48,8.51,88.46,21,91.8,32.0,15.0,102
7320,20240408,3,11845,296,2023/24,Tauranga,SunGold,15,MainPack,1185,1143,42,3.62,16.8,0.154,True,4266.0,167.22,4433.22,425.25,9.85,88.46,22,91.8,32.0,15.0,102
7321,20240415,3,11846,296,2023/24,Tauranga,SunGold,16,MainPack,1373,1332,41,3.046,17.51,0.311,True,4942.8,393.54,5336.34,495.56,6.35,88.46,21,91.8,32.0,15.0,102
7322,20240422,3,11847,296,2023/24,Tauranga,SunGold,17,MainPack,955,918,37,3.88,16.89,0.174,True,3438.0,151.75,3589.75,341.54,9.42,88.87,21,91.8,22.0,15.0,102
7323,20240429,3,11848,296,2023/24,Tauranga,SunGold,18,MainPack,1362,1320,42,3.093,16.97,0.192,True,4903.2,240.77,5143.97,491.1,8.99,88.87,20,91.8,22.0,15.0,102
7324,20240506,3,11849,296,2023/24,Tauranga,SunGold,19,MainPack,947,915,32,3.446,17.28,0.26,True,3409.2,226.0,3635.2,340.42,7.5,88.87,20,91.8,22.0,15.0,102
7325,20240513,3,11850,296,2023/24,Tauranga,SunGold,20,MainPack,1048,1011,37,3.626,16.47,0.082,True,3772.8,78.76,3851.56,376.14,11.44,89.02,22,91.8,18.0,15.0,102
7326,20240520,3,11851,296,2023/24,Tauranga,SunGold,21,MainPack,832,801,31,3.833,16.05,0.0,False,2995.2,0.0,0.0,298.01,100.0,77.02,27,91.8,18.0,15.0,102
7327,20240527,3,11852,296,2023/24,Tauranga,SunGold,22,MainPack,975,944,31,3.203,16.51,0.09,True,3510.0,80.71,3590.71,351.21,11.26,89.02,22,91.8,18.0,15.0,102
7328,20240325,3,11859,297,2023/24,Tauranga,SunGold,13,KiwiStart,1259,1220,39,3.135,16.77,0.148,True,4532.4,171.53,4703.93,453.89,9.97,88.63,22,91.8,28.0,15.0,102
7329,20240401,3,11860,297,2023/24,Tauranga,SunGold,14,MainPack,2023,1946,77,3.847,16.6,0.11,True,7282.8,203.36,7486.16,724.0,10.83,88.46,23,91.8,32.0,15.0,102
7330,20240408,3,11861,297,2023/24,Tauranga,SunGold,15,MainPack,1574,1520,54,3.485,17.23,0.249,True,5666.4,359.56,6025.96,565.51,7.75,88.46,21,91.8,32.0,15.0,102
7331,20240415,3,11862,297,2023/24,Tauranga,SunGold,16,MainPack,2154,2088,66,3.078,17.6,0.331,True,7754.4,656.57,8410.97,776.83,5.91,88.46,20,91.8,32.0,15.0,102
7332,20240422,3,11863,297,2023/24,Tauranga,SunGold,17,MainPack,1401,1359,42,3.023,16.99,0.196,True,5043.6,253.05,5296.65,505.61,8.9,88.87,20,91.8,22.0,15.0,102
7333,20240429,3,11864,297,2023/24,Tauranga,SunGold,18,MainPack,1394,1346,48,3.479,16.92,0.181,True,5018.4,231.44,5249.84,500.77,9.25,88.87,21,91.8,22.0,15.0,102
7334,20240506,3,11865,297,2023/24,Tauranga,SunGold,19,MainPack,2178,2122,56,2.594,16.73,0.139,True,7840.8,280.21,8121.01,789.48,10.15,88.87,21,91.8,22.0,15.0,102
7335,20240513,3,11866,297,2023/24,Tauranga,SunGold,20,MainPack,1378,1334,44,3.215,17.16,0.234,True,4960.8,296.55,5257.35,496.31,8.07,89.02,19,91.8,18.0,15.0,102
7336,20240520,3,11867,297,2023/24,Tauranga,SunGold,21,MainPack,1853,1797,56,3.022,17.21,0.245,True,6670.8,418.25,7089.05,668.56,7.81,89.02,19,91.8,18.0,15.0,102
7337,20240527,3,11868,297,2023/24,Tauranga,SunGold,22,MainPack,1344,1303,41,3.052,15.92,0.0,False,4838.4,0.0,0.0,484.77,100.0,77.02,29,91.8,18.0,15.0,102
7338,20240311,3,11873,298,2023/24,Tauranga,OrganicGreen,11,KiwiStart,560,539,21,3.787,16.99,0.331,True,1848.0,169.49,2017.49,200.53,13.19,88.63,21,91.8,28.0,15.0,102
7339,20240318,3,11874,298,2023/24,Tauranga,OrganicGreen,12,KiwiStart,626,608,18,3.019,17.43,0.429,True,2065.8,247.79,2313.59,226.2,10.94,88.63,20,91.8,28.0,15.0,102
7340,20240325,3,11875,298,2023/24,Tauranga,OrganicGreen,13,KiwiStart,730,706,24,3.369,16.41,0.202,True,2409.0,135.48,2544.48,262.66,16.01,88.63,24,91.8,28.0,15.0,102
7341,20240401,3,11876,298,2023/24,Tauranga,OrganicGreen,14,MainPack,641,616,25,3.925,16.62,0.249,True,2115.3,145.71,2261.01,229.18,15.0,88.46,23,91.8,32.0,15.0,102
7342,20240408,3,11877,298,2023/24,Tauranga,OrganicGreen,15,MainPack,445,429,16,3.819,16.96,0.324,True,1468.5,132.05,1600.55,159.61,13.33,88.46,21,91.8,32.0,15.0,102
7343,20240415,3,11878,298,2023/24,Tauranga,OrganicGreen,16,MainPack,599,580,19,3.238,16.82,0.293,True,1976.7,161.44,2138.14,215.79,13.99,88.46,22,91.8,32.0,15.0,102
7344,20240422,3,11879,298,2023/24,Tauranga,OrganicGreen,17,MainPack,555,535,20,3.627,17.18,0.373,True,1831.5,189.58,2021.08,199.04,12.25,88.87,20,91.8,22.0,15.0,102
7345,20240429,3,11880,298,2023/24,Tauranga,OrganicGreen,18,MainPack,610,590,20,3.308,16.41,0.202,True,2013.0,113.22,2126.22,219.51,16.01,88.87,23,91.8,22.0,15.0,102
7346,20240506,3,11881,298,2023/24,Tauranga,OrganicGreen,19,MainPack,528,512,16,3.144,16.8,0.289,True,1742.4,140.57,1882.97,190.49,14.07,88.87,21,91.8,22.0,15.0,102
7347,20240311,3,11889,299,2023/24,Tauranga,Green,11,KiwiStart,1757,1700,57,3.253,16.57,0.238,True,4831.75,384.37,5216.12,632.48,28.46,88.63,23,91.8,28.0,15.0,102
7348,20240318,3,11890,299,2023/24,Tauranga,Green,12,KiwiStart,2025,1955,70,3.487,17.78,0.507,True,5568.75,941.63,6510.38,727.35,22.53,88.63,20,91.8,28.0,15.0,102
7349,20240325,3,11891,299,2023/24,Tauranga,Green,13,KiwiStart,1624,1580,44,2.728,17.47,0.438,True,4466.0,657.44,5123.44,587.83,23.98,88.63,20,91.8,28.0,15.0,102
7350,20240401,3,11892,299,2023/24,Tauranga,Green,14,MainPack,1524,1465,59,3.93,17.28,0.396,True,4191.0,551.13,4742.13,545.05,25.02,88.46,21,91.8,32.0,15.0,102
7351,20240408,3,11893,299,2023/24,Tauranga,Green,15,MainPack,2546,2462,84,3.305,17.09,0.353,True,7001.5,825.63,7827.13,915.97,25.92,88.46,21,91.8,32.0,15.0,102
7352,20240415,3,11894,299,2023/24,Tauranga,Green,16,MainPack,1609,1550,59,3.676,16.99,0.331,True,4424.75,487.4,4912.15,576.67,26.44,88.46,21,91.8,32.0,15.0,102
7353,20240422,3,11895,299,2023/24,Tauranga,Green,17,MainPack,1834,1765,69,3.778,17.1,0.356,True,5043.5,596.92,5640.42,656.66,25.89,88.87,20,91.8,22.0,15.0,102
7354,20240429,3,11896,299,2023/24,Tauranga,Green,18,MainPack,1934,1870,64,3.329,16.72,0.271,True,5318.5,481.43,5799.93,695.72,27.74,88.87,21,91.8,22.0,15.0,102
7355,20240506,3,11897,299,2023/24,Tauranga,Green,19,MainPack,1559,1502,57,3.709,17.25,0.389,True,4287.25,555.06,4842.31,558.81,25.16,88.87,20,91.8,22.0,15.0,102
7356,20240513,3,11898,299,2023/24,Tauranga,Green,20,MainPack,2200,2130,70,3.207,16.9,0.311,True,6050.0,629.31,6679.31,792.46,26.84,89.02,20,91.8,18.0,15.0,102
7357,20240325,3,11907,300,2023/24,Tauranga,SunGold,13,KiwiStart,704,683,21,3.114,17.27,0.258,True,2534.4,167.4,2701.8,254.11,7.52,88.63,20,91.8,28.0,15.0,102
7358,20240401,3,11908,300,2023/24,Tauranga,SunGold,14,MainPack,676,652,24,3.558,17.38,0.282,True,2433.6,174.67,2608.27,242.57,7.03,88.46,21,91.8,32.0,15.0,102
7359,20240408,3,11909,300,2023/24,Tauranga,SunGold,15,MainPack,629,610,19,3.146,18.05,0.43,True,2264.4,249.18,2513.58,226.95,3.71,88.46,20,91.8,32.0,15.0,102
7360,20240415,3,11910,300,2023/24,Tauranga,SunGold,16,MainPack,725,704,21,2.979,16.92,0.181,True,2610.0,121.05,2731.05,261.92,9.23,88.46,22,91.8,32.0,15.0,102
7361,20240422,3,11911,300,2023/24,Tauranga,SunGold,17,MainPack,785,757,28,3.677,16.86,0.168,True,2826.0,120.82,2946.82,281.64,9.54,88.87,21,91.8,22.0,15.0,102
7362,20240429,3,11912,300,2023/24,Tauranga,SunGold,18,MainPack,713,692,21,3.028,16.81,0.157,True,2566.8,103.21,2670.01,257.46,9.76,88.87,21,91.8,22.0,15.0,102
7363,20240506,3,11913,300,2023/24,Tauranga,SunGold,19,MainPack,683,661,22,3.229,17.07,0.214,True,2458.8,134.38,2593.18,245.92,8.51,88.87,20,91.8,22.0,15.0,102
7364,20240513,3,11914,300,2023/24,Tauranga,SunGold,20,MainPack,595,572,23,3.911,16.84,0.163,True,2142.0,88.57,2230.57,212.81,9.67,89.02,20,91.8,18.0,15.0,102
7365,20240520,3,11915,300,2023/24,Tauranga,SunGold,21,MainPack,678,647,31,4.669,17.02,0.203,True,2440.8,124.77,2565.57,240.71,8.82,89.02,20,91.8,18.0,15.0,102
7366,20240527,3,11916,300,2023/24,Tauranga,SunGold,22,MainPack,752,729,23,3.163,16.95,0.187,True,2707.2,129.51,2836.71,271.22,9.1,89.02,20,91.8,18.0,15.0,102
7367,20240325,3,11923,301,2023/24,Tauranga,SunGold,13,KiwiStart,979,948,31,3.259,17.34,0.273,True,3524.4,245.86,3770.26,352.7,7.2,88.63,20,91.8,28.0,15.0,102
7368,20240401,3,11924,301,2023/24,Tauranga,SunGold,14,MainPack,916,889,27,3.056,16.93,0.183,True,3297.6,154.55,3452.15,330.75,9.19,88.46,22,91.8,32.0,15.0,102
7369,20240408,3,11925,301,2023/24,Tauranga,SunGold,15,MainPack,872,845,27,3.204,17.24,0.251,True,3139.2,201.49,3340.69,314.38,7.69,88.46,21,91.8,32.0,15.0,102
7370,20240415,3,11926,301,2023/24,Tauranga,SunGold,16,MainPack,847,827,20,2.417,16.61,0.112,True,3049.2,87.99,3137.19,307.68,10.75,88.46,23,91.8,32.0,15.0,102
7371,20240422,3,11927,301,2023/24,Tauranga,SunGold,17,MainPack,1014,978,36,3.596,16.2,0.022,True,3650.4,20.44,3670.84,363.86,12.77,88.87,25,91.8,22.0,15.0,102
7372,20240429,3,11928,301,2023/24,Tauranga,SunGold,18,MainPack,963,935,28,3.0,17.02,0.203,True,3466.8,180.31,3647.11,347.86,8.74,88.87,20,91.8,22.0,15.0,102
7373,20240506,3,11929,301,2023/24,Tauranga,SunGold,19,MainPack,638,613,25,3.939,16.5,0.088,True,2296.8,51.25,2348.05,228.06,11.32,88.87,23,91.8,22.0,15.0,102
7374,20240513,3,11930,301,2023/24,Tauranga,SunGold,20,MainPack,879,852,27,3.158,16.55,0.099,True,3164.4,80.13,3244.53,316.98,11.06,89.02,22,91.8,18.0,15.0,102
7375,20240520,3,11931,301,2023/24,Tauranga,SunGold,21,MainPack,740,713,27,3.687,16.42,0.071,True,2664.0,48.09,2712.09,265.27,11.69,89.02,23,91.8,18.0,15.0,102
7376,20240527,3,11932,301,2023/24,Tauranga,SunGold,22,MainPack,1017,977,40,3.955,17.37,0.28,True,3661.2,259.88,3921.08,363.49,7.1,89.02,19,91.8,18.0,15.0,102
7377,20240325,3,11939,302,2023/24,Tauranga,SunGold,13,KiwiStart,1952,1877,75,3.845,17.51,0.311,True,7027.2,554.56,7581.76,698.33,6.41,88.63,20,91.8,28.0,15.0,102
7378,20240401,3,11940,302,2023/24,Tauranga,SunGold,14,MainPack,1694,1639,55,3.265,17.04,0.207,True,6098.4,322.31,6420.71,609.78,8.67,88.46,21,91.8,32.0,15.0,102
7379,20240408,3,11941,302,2023/24,Tauranga,SunGold,15,MainPack,2928,2803,125,4.298,17.39,0.284,True,10540.8,756.25,11297.05,1042.84,7.03,88.46,21,91.8,32.0,15.0,102
7380,20240415,3,11942,302,2023/24,Tauranga,SunGold,16,MainPack,2183,2119,64,2.968,18.12,0.445,True,7858.8,895.81,8754.61,788.36,3.36,88.46,20,91.8,32.0,15.0,102
7381,20240422,3,11943,302,2023/24,Tauranga,SunGold,17,MainPack,1937,1882,55,2.883,17.4,0.287,True,6973.2,513.13,7486.33,700.19,6.87,88.87,20,91.8,22.0,15.0,102
7382,20240429,3,11944,302,2023/24,Tauranga,SunGold,18,MainPack,2636,2550,86,3.276,17.72,0.357,True,9489.6,864.83,10354.43,948.71,5.35,88.87,19,91.8,22.0,15.0,102
7383,20240506,3,11945,302,2023/24,Tauranga,SunGold,19,MainPack,1716,1661,55,3.256,17.85,0.386,True,6177.6,609.09,6786.69,617.97,4.7,88.87,19,91.8,22.0,15.0,102
7384,20240513,3,11946,302,2023/24,Tauranga,SunGold,20,MainPack,2402,2328,74,3.098,17.77,0.368,True,8647.2,813.87,9461.07,866.12,5.09,89.02,19,91.8,18.0,15.0,102
7385,20240520,3,11947,302,2023/24,Tauranga,SunGold,21,MainPack,2819,2717,102,3.641,17.0,0.198,True,10148.4,511.07,10659.47,1010.85,8.88,89.02,20,91.8,18.0,15.0,102
7386,20240527,3,11948,302,2023/24,Tauranga,SunGold,22,MainPack,1961,1880,81,4.134,16.7,0.132,True,7059.6,235.75,7295.35,699.44,10.36,89.02,21,91.8,18.0,15.0,102
7387,20240325,3,11955,303,2023/24,Tauranga,SunGold,13,KiwiStart,579,562,17,2.994,17.62,0.335,True,2084.4,178.86,2263.26,209.09,5.81,88.63,20,91.8,28.0,15.0,102
7388,20240401,3,11956,303,2023/24,Tauranga,SunGold,14,MainPack,513,498,15,2.938,17.0,0.198,True,1846.8,93.67,1940.47,185.28,8.85,88.46,21,91.8,32.0,15.0,102
7389,20240408,3,11957,303,2023/24,Tauranga,SunGold,15,MainPack,568,554,14,2.627,16.75,0.143,True,2044.8,75.26,2120.06,206.11,10.06,88.46,22,91.8,32.0,15.0,102
7390,20240415,3,11958,303,2023/24,Tauranga,SunGold,16,MainPack,522,502,20,3.948,16.91,0.179,True,1879.2,85.37,1964.57,186.77,9.31,88.46,22,91.8,32.0,15.0,102
7391,20240422,3,11959,303,2023/24,Tauranga,SunGold,17,MainPack,547,531,16,3.038,17.21,0.245,True,1969.2,123.59,2092.79,197.56,7.81,88.87,20,91.8,22.0,15.0,102
7392,20240429,3,11960,303,2023/24,Tauranga,SunGold,18,MainPack,370,360,10,2.846,17.14,0.229,True,1332.0,78.32,1410.32,133.94,8.15,88.87,20,91.8,22.0,15.0,102
7393,20240506,3,11961,303,2023/24,Tauranga,SunGold,19,MainPack,474,460,14,3.084,15.95,0.0,False,1706.4,0.0,0.0,171.14,100.0,76.87,29,91.8,22.0,15.0,102
7394,20240513,3,11962,303,2023/24,Tauranga,SunGold,20,MainPack,338,327,11,3.462,16.24,0.031,True,1216.8,9.63,1226.43,121.66,12.57,89.02,24,91.8,18.0,15.0,102
7395,20240520,3,11963,303,2023/24,Tauranga,SunGold,21,MainPack,408,398,10,2.537,16.37,0.06,True,1468.8,22.69,1491.49,148.07,11.91,89.02,23,91.8,18.0,15.0,102
7396,20240527,3,11964,303,2023/24,Tauranga,SunGold,22,MainPack,534,519,15,2.98,16.29,0.042,True,1922.4,20.71,1943.11,193.09,12.32,89.02,24,91.8,18.0,15.0,102
7397,20240325,3,11971,304,2023/24,Tauranga,SunGold,13,KiwiStart,1459,1408,51,3.552,17.32,0.269,True,5252.4,359.81,5612.21,523.84,7.31,88.63,20,91.8,28.0,15.0,102
7398,20240401,3,11972,304,2023/24,Tauranga,SunGold,14,MainPack,1935,1889,46,2.415,17.22,0.247,True,6966.0,443.25,7409.25,702.79,7.73,88.46,21,91.8,32.0,15.0,102
7399,20240408,3,11973,304,2023/24,Tauranga,SunGold,15,MainPack,1500,1445,55,3.724,17.53,0.315,True,5400.0,432.42,5832.42,537.61,6.31,88.46,21,91.8,32.0,15.0,102
7400,20240415,3,11974,304,2023/24,Tauranga,SunGold,16,MainPack,1953,1893,60,3.089,17.17,0.236,True,7030.8,424.41,7455.21,704.28,8.02,88.46,21,91.8,32.0,15.0,102
7401,20240422,3,11975,304,2023/24,Tauranga,SunGold,17,MainPack,1788,1719,69,3.914,17.13,0.227,True,6436.8,370.7,6807.5,639.55,8.26,88.87,20,91.8,22.0,15.0,102
7402,20240429,3,11976,304,2023/24,Tauranga,SunGold,18,MainPack,1760,1711,49,2.802,16.87,0.17,True,6336.0,276.33,6612.33,636.57,9.47,88.87,21,91.8,22.0,15.0,102
7403,20240506,3,11977,304,2023/24,Tauranga,SunGold,19,MainPack,1473,1427,46,3.158,16.78,0.15,True,5302.8,203.35,5506.15,530.91,9.93,88.87,21,91.8,22.0,15.0,102
7404,20240513,3,11978,304,2023/24,Tauranga,SunGold,20,MainPack,2427,2353,74,3.089,16.82,0.159,True,8737.2,355.42,9092.62,875.42,9.72,89.02,20,91.8,18.0,15.0,102
7405,20240520,3,11979,304,2023/24,Tauranga,SunGold,21,MainPack,1634,1575,59,3.623,16.6,0.11,True,5882.4,164.59,6046.99,585.97,10.83,89.02,21,91.8,18.0,15.0,102
7406,20240527,3,11980,304,2023/24,Tauranga,SunGold,22,MainPack,2382,2307,75,3.181,16.58,0.106,True,8575.2,232.31,8807.51,858.31,10.9,89.02,22,91.8,18.0,15.0,102
7407,20240401,3,11988,305,2023/24,Tauranga,OrganicSunGold,14,MainPack,1887,1830,57,3.033,17.35,0.276,True,8019.75,479.83,8499.58,680.84,0.0,88.46,21,91.8,32.0,15.0,102
7408,20240408,3,11989,305,2023/24,Tauranga,OrganicSunGold,15,MainPack,1622,1571,51,3.197,17.19,0.24,True,6893.5,358.19,7251.69,584.48,0.0,88.46,21,91.8,32.0,15.0,102
7409,20240415,3,11990,305,2023/24,Tauranga,OrganicSunGold,16,MainPack,1758,1695,63,3.598,17.38,0.282,True,7471.5,454.09,7925.59,630.62,0.0,88.46,21,91.8,32.0,15.0,102
7410,20240422,3,11991,305,2023/24,Tauranga,OrganicSunGold,17,MainPack,2546,2480,66,2.619,17.56,0.322,True,10820.5,758.63,11579.13,922.67,0.0,88.87,19,91.8,22.0,15.0,102
7411,20240429,3,11992,305,2023/24,Tauranga,OrganicSunGold,18,MainPack,2082,2011,71,3.438,18.26,0.476,True,8848.5,909.37,9757.87,748.18,0.0,88.87,19,91.8,22.0,15.0,102
7412,20240506,3,11993,305,2023/24,Tauranga,OrganicSunGold,19,MainPack,1807,1737,70,3.893,18.24,0.472,True,7679.75,778.87,8458.62,646.24,0.0,88.87,19,91.8,22.0,15.0,102
7413,20240513,3,11994,305,2023/24,Tauranga,OrganicSunGold,20,MainPack,1462,1412,50,3.432,16.88,0.172,True,6213.5,230.72,6444.22,525.33,0.0,89.02,20,91.8,18.0,15.0,102
7414,20240520,3,11995,305,2023/24,Tauranga,OrganicSunGold,21,MainPack,1650,1590,60,3.695,16.79,0.152,True,7012.5,229.6,7242.1,591.55,0.0,89.02,21,91.8,18.0,15.0,102
7415,20240311,3,12001,306,2023/24,Tauranga,OrganicGreen,11,KiwiStart,248,242,6,2.7,17.56,0.458,True,818.4,105.29,923.69,90.03,10.25,88.63,20,91.8,28.0,15.0,102
7416,20240318,3,12002,306,2023/24,Tauranga,OrganicGreen,12,KiwiStart,209,202,7,3.405,17.33,0.407,True,689.7,78.1,767.8,75.15,11.48,88.63,20,91.8,28.0,15.0,102
7417,20240325,3,12003,306,2023/24,Tauranga,OrganicGreen,13,KiwiStart,305,294,11,3.909,17.24,0.387,True,1006.5,108.09,1114.59,109.38,11.94,88.63,20,91.8,28.0,15.0,102
7418,20240401,3,12004,306,2023/24,Tauranga,OrganicGreen,14,MainPack,233,226,7,3.386,16.63,0.251,True,768.9,53.89,822.79,84.08,14.91,88.46,23,91.8,32.0,15.0,102
7419,20240408,3,12005,306,2023/24,Tauranga,OrganicGreen,15,MainPack,287,278,9,3.324,17.56,0.458,True,947.1,120.96,1068.06,103.43,10.33,88.46,21,91.8,32.0,15.0,102
7420,20240415,3,12006,306,2023/24,Tauranga,OrganicGreen,16,MainPack,212,206,6,3.182,17.98,0.551,True,699.6,107.83,807.43,76.64,8.23,88.46,20,91.8,32.0,15.0,102
7421,20240422,3,12007,306,2023/24,Tauranga,OrganicGreen,17,MainPack,341,333,8,2.53,17.26,0.391,True,1125.3,123.69,1248.99,123.89,11.74,88.87,20,91.8,22.0,15.0,102
7422,20240429,3,12008,306,2023/24,Tauranga,OrganicGreen,18,MainPack,320,310,10,3.26,16.91,0.313,True,1056.0,92.18,1148.18,115.33,13.54,88.87,21,91.8,22.0,15.0,102
7423,20240506,3,12009,306,2023/24,Tauranga,OrganicGreen,19,MainPack,294,283,11,3.857,16.82,0.293,True,970.2,78.77,1048.97,105.29,14.03,88.87,21,91.8,22.0,15.0,102
7424,20240325,3,12019,307,2023/24,Tauranga,SunGold,13,KiwiStart,1829,1754,75,4.124,16.19,0.02,True,6584.4,33.33,6617.73,652.57,12.81,88.63,26,91.8,28.0,15.0,102
7425,20240401,3,12020,307,2023/24,Tauranga,SunGold,14,MainPack,1713,1630,83,4.872,16.35,0.055,True,6166.8,85.17,6251.97,606.43,12.05,88.46,25,91.8,32.0,15.0,102
7426,20240408,3,12021,307,2023/24,Tauranga,SunGold,15,MainPack,1661,1598,63,3.813,17.0,0.198,True,5979.6,300.58,6280.18,594.53,8.89,88.46,21,91.8,32.0,15.0,102
7427,20240415,3,12022,307,2023/24,Tauranga,SunGold,16,MainPack,1710,1656,54,3.19,16.83,0.161,True,6156.0,253.29,6409.29,616.11,9.68,88.46,22,91.8,32.0,15.0,102
7428,20240422,3,12023,307,2023/24,Tauranga,SunGold,17,MainPack,1668,1596,72,4.364,16.48,0.084,True,6004.8,127.36,6132.16,593.78,11.41,88.87,23,91.8,22.0,15.0,102
7429,20240429,3,12024,307,2023/24,Tauranga,SunGold,18,MainPack,1328,1286,42,3.208,16.53,0.095,True,4780.8,116.06,4896.86,478.45,11.15,88.87,22,91.8,22.0,15.0,102
7430,20240506,3,12025,307,2023/24,Tauranga,SunGold,19,MainPack,1615,1568,47,2.94,16.37,0.06,True,5814.0,89.38,5903.38,583.37,11.92,88.87,24,91.8,22.0,15.0,102
7431,20240513,3,12026,307,2023/24,Tauranga,SunGold,20,MainPack,1829,1752,77,4.256,16.11,0.002,True,6584.4,3.33,6587.73,651.82,13.21,89.02,26,91.8,18.0,15.0,102
7432,20240520,3,12027,307,2023/24,Tauranga,SunGold,21,MainPack,1176,1126,50,4.312,16.04,0.0,False,4233.6,0.0,0.0,418.92,100.0,77.02,27,91.8,18.0,15.0,102
7433,20240527,3,12028,307,2023/24,Tauranga,SunGold,22,MainPack,1236,1192,44,3.622,16.25,0.033,True,4449.6,37.37,4486.97,443.48,12.52,89.02,24,91.8,18.0,15.0,102
7434,20240311,3,12033,308,2023/24,Tauranga,Green,11,KiwiStart,1466,1408,58,3.969,17.23,0.384,True,4031.5,513.64,4545.14,523.84,25.29,88.63,20,91.8,28.0,15.0,102
7435,20240318,3,12034,308,2023/24,Tauranga,Green,12,KiwiStart,1412,1360,52,3.702,16.69,0.264,True,3883.0,341.09,4224.09,505.98,27.91,88.63,22,91.8,28.0,15.0,102
