fruit_key,kpin,season,subzone,variety,growing_method,pack_week,reading_date,dm_pct,mts_threshold,mts_status,tzg_score,tzg_grade,pest_indicator,maturity_area,sample_size
18037,100237,2024/25,Katikati,Green,conventional,15,2025-04-07,17.39,15.5,PASS,0.42,B,0,100237_15,90
18038,100237,2024/25,Katikati,Green,conventional,16,2025-04-14,16.94,15.5,PASS,0.32,C,0,100237_16,90
18039,100237,2024/25,Katikati,Green,conventional,17,2025-04-21,16.65,15.5,PASS,0.256,C,0,100237_17,90
18040,100237,2024/25,Katikati,Green,conventional,18,2025-04-28,16.59,15.5,PASS,0.242,C,0,100237_18,90
18041,100237,2024/25,Katikati,Green,conventional,19,2025-05-05,16.45,15.5,PASS,0.211,C,0,100237_19,90
18042,100237,2024/25,Katikati,Green,conventional,20,2025-05-12,17.38,15.5,PASS,0.418,B,0,100237_20,90
18043,100237,2024/25,Katikati,Green,conventional,21,2025-05-19,15.76,15.5,PASS,0.058,D,0,100237_21,90
18044,100237,2024/25,Katikati,Green,conventional,22,2025-05-26,16.22,15.5,PASS,0.16,D,0,100237_22,90
18045,100237,2024/25,Katikati,Green,conventional,23,2025-06-02,16.36,15.5,PASS,0.191,D,0,100237_23,90
18046,100237,2024/25,Katikati,Green,conventional,24,2025-06-09,16.71,15.5,PASS,0.269,C,0,100237_24,90
18047,100237,2024/25,Katikati,Green,conventional,25,2025-06-16,16.37,15.5,PASS,0.193,D,0,100237_25,90
18048,100237,2024/25,Katikati,Green,conventional,26,2025-06-23,16.1,15.5,PASS,0.133,D,0,100237_26,90
18049,100238,2024/25,Katikati,Green,conventional,11,2025-03-10,16.24,15.5,PASS,0.164,D,0,100238_11,90
18050,100238,2024/25,Katikati,Green,conventional,12,2025-03-17,15.68,15.5,PASS,0.04,D,0,100238_12,90
18051,100238,2024/25,Katikati,Green,conventional,13,2025-03-24,17.04,15.5,PASS,0.342,C,0,100238_13,90
18052,100238,2024/25,Katikati,Green,conventional,14,2025-03-31,16.96,15.5,PASS,0.324,C,0,100238_14,90
18053,100238,2024/25,Katikati,Green,conventional,15,2025-04-07,15.93,15.5,PASS,0.096,D,0,100238_15,90
18054,100238,2024/25,Katikati,Green,conventional,16,2025-04-14,16.82,15.5,PASS,0.293,C,0,100238_16,90
18055,100238,2024/25,Katikati,Green,conventional,17,2025-04-21,16.12,15.5,PASS,0.138,D,0,100238_17,90
18056,100238,2024/25,Katikati,Green,conventional,18,2025-04-28,15.85,15.5,PASS,0.078,D,0,100238_18,90
18057,100238,2024/25,Katikati,Green,conventional,19,2025-05-05,16.11,15.5,PASS,0.136,D,0,100238_19,90
18058,100238,2024/25,Katikati,Green,conventional,20,2025-05-12,16.81,15.5,PASS,0.291,C,0,100238_20,90
18059,100238,2024/25,Katikati,Green,conventional,21,2025-05-19,16.13,15.5,PASS,0.14,D,0,100238_21,90
18060,100238,2024/25,Katikati,Green,conventional,22,2025-05-26,15.03,15.5,FAIL,0.0,F,0,100238_22,90
18061,100238,2024/25,Katikati,Green,conventional,23,2025-06-02,16.27,15.5,PASS,0.171,D,0,100238_23,90
18062,100238,2024/25,Katikati,Green,conventional,24,2025-06-09,15.43,15.5,FAIL,0.0,F,0,100238_24,90
18063,100238,2024/25,Katikati,Green,conventional,25,2025-06-16,15.24,15.5,FAIL,0.0,F,0,100238_25,90
18064,100238,2024/25,Katikati,Green,conventional,26,2025-06-23,15.59,15.5,PASS,0.02,D,0,100238_26,90
18065,100239,2024/25,Katikati,SunGold,conventional,11,2025-03-10,16.48,16.1,PASS,0.084,D,0,100239_11,90
18066,100239,2024/25,Katikati,SunGold,conventional,12,2025-03-17,15.96,16.1,FAIL,0.0,F,0,100239_12,90
18067,100239,2024/25,Katikati,SunGold,conventional,13,2025-03-24,17.3,16.1,PASS,0.265,C,0,100239_13,90
18068,100239,2024/25,Katikati,SunGold,conventional,14,2025-03-31,16.37,16.1,PASS,0.06,D,0,100239_14,90
18069,100239,2024/25,Katikati,SunGold,conventional,15,2025-04-07,17.23,16.1,PASS,0.249,C,0,100239_15,90
18070,100239,2024/25,Katikati,SunGold,conventional,16,2025-04-14,17.19,16.1,PASS,0.24,C,0,100239_16,90
18071,100239,2024/25,Katikati,SunGold,conventional,17,2025-04-21,17.14,16.1,PASS,0.229,C,0,100239_17,90
18072,100239,2024/25,Katikati,SunGold,conventional,18,2025-04-28,16.86,16.1,PASS,0.168,D,0,100239_18,90
18073,100239,2024/25,Katikati,SunGold,conventional,19,2025-05-05,16.41,16.1,PASS,0.068,D,0,100239_19,90
18074,100239,2024/25,Katikati,SunGold,conventional,20,2025-05-12,16.76,16.1,PASS,0.146,D,0,100239_20,90
18075,100239,2024/25,Katikati,SunGold,conventional,21,2025-05-19,17.03,16.1,PASS,0.205,C,0,100239_21,90
18076,100239,2024/25,Katikati,SunGold,conventional,22,2025-05-26,17.41,16.1,PASS,0.289,C,0,100239_22,90
18077,100239,2024/25,Katikati,SunGold,conventional,23,2025-06-02,17.06,16.1,PASS,0.212,C,0,100239_23,90
18078,100239,2024/25,Katikati,SunGold,conventional,24,2025-06-09,16.72,16.1,PASS,0.137,D,0,100239_24,90
18079,100239,2024/25,Katikati,SunGold,conventional,25,2025-06-16,15.59,16.1,FAIL,0.0,F,0,100239_25,90
18080,100239,2024/25,Katikati,SunGold,conventional,26,2025-06-23,15.9,16.1,FAIL,0.0,F,0,100239_26,90
18081,100240,2024/25,Katikati,SunGold,conventional,11,2025-03-10,16.22,16.1,PASS,0.026,D,0,100240_11,90
18082,100240,2024/25,Katikati,SunGold,conventional,12,2025-03-17,16.3,16.1,PASS,0.044,D,0,100240_12,90
18083,100240,2024/25,Katikati,SunGold,conventional,13,2025-03-24,17.08,16.1,PASS,0.216,C,0,100240_13,90
18084,100240,2024/25,Katikati,SunGold,conventional,14,2025-03-31,15.42,16.1,FAIL,0.0,F,0,100240_14,90
18085,100240,2024/25,Katikati,SunGold,conventional,15,2025-04-07,15.99,16.1,FAIL,0.0,F,0,100240_15,90
18086,100240,2024/25,Katikati,SunGold,conventional,16,2025-04-14,15.01,16.1,FAIL,0.0,F,0,100240_16,90
18087,100240,2024/25,Katikati,SunGold,conventional,17,2025-04-21,16.06,16.1,FAIL,0.0,F,0,100240_17,90
18088,100240,2024/25,Katikati,SunGold,conventional,18,2025-04-28,15.95,16.1,FAIL,0.0,F,0,100240_18,90
18089,100240,2024/25,Katikati,SunGold,conventional,19,2025-05-05,15.54,16.1,FAIL,0.0,F,0,100240_19,90
18090,100240,2024/25,Katikati,SunGold,conventional,20,2025-05-12,16.35,16.1,PASS,0.055,D,0,100240_20,90
18091,100240,2024/25,Katikati,SunGold,conventional,21,2025-05-19,15.19,16.1,FAIL,0.0,F,0,100240_21,90
18092,100240,2024/25,Katikati,SunGold,conventional,22,2025-05-26,15.21,16.1,FAIL,0.0,F,0,100240_22,90
18093,100240,2024/25,Katikati,SunGold,conventional,23,2025-06-02,16.45,16.1,PASS,0.077,D,0,100240_23,90
18094,100240,2024/25,Katikati,SunGold,conventional,24,2025-06-09,16.03,16.1,FAIL,0.0,F,0,100240_24,90
18095,100240,2024/25,Katikati,SunGold,conventional,25,2025-06-16,14.8,16.1,FAIL,0.0,F,0,100240_25,90
18096,100240,2024/25,Katikati,SunGold,conventional,26,2025-06-23,15.41,16.1,FAIL,0.0,F,0,100240_26,90
18097,100241,2024/25,Katikati,OrganicGreen,organic,11,2025-03-10,16.75,15.5,PASS,0.278,C,0,100241_11,90
18098,100241,2024/25,Katikati,OrganicGreen,organic,12,2025-03-17,16.44,15.5,PASS,0.209,C,0,100241_12,90
18099,100241,2024/25,Katikati,OrganicGreen,organic,13,2025-03-24,16.79,15.5,PASS,0.287,C,0,100241_13,90
18100,100241,2024/25,Katikati,OrganicGreen,organic,14,2025-03-31,16.82,15.5,PASS,0.293,C,0,100241_14,90
18101,100241,2024/25,Katikati,OrganicGreen,organic,15,2025-04-07,16.44,15.5,PASS,0.209,C,0,100241_15,90
18102,100241,2024/25,Katikati,OrganicGreen,organic,16,2025-04-14,15.46,15.5,FAIL,0.0,F,0,100241_16,90
18103,100241,2024/25,Katikati,OrganicGreen,organic,17,2025-04-21,16.12,15.5,PASS,0.138,D,0,100241_17,90
18104,100241,2024/25,Katikati,OrganicGreen,organic,18,2025-04-28,16.69,15.5,PASS,0.264,C,0,100241_18,90
18105,100241,2024/25,Katikati,OrganicGreen,organic,19,2025-05-05,16.54,15.5,PASS,0.231,C,0,100241_19,90
18106,100241,2024/25,Katikati,OrganicGreen,organic,20,2025-05-12,15.93,15.5,PASS,0.096,D,0,100241_20,90
18107,100241,2024/25,Katikati,OrganicGreen,organic,21,2025-05-19,15.91,15.5,PASS,0.091,D,0,100241_21,90
18108,100241,2024/25,Katikati,OrganicGreen,organic,22,2025-05-26,16.23,15.5,PASS,0.162,D,0,100241_22,90
18109,100241,2024/25,Katikati,OrganicGreen,organic,23,2025-06-02,15.5,15.5,PASS,0.0,D,0,100241_23,90
18110,100241,2024/25,Katikati,OrganicGreen,organic,24,2025-06-09,16.31,15.5,PASS,0.18,D,0,100241_24,90
18111,100241,2024/25,Katikati,OrganicGreen,organic,25,2025-06-16,15.87,15.5,PASS,0.082,D,0,100241_25,90
18112,100241,2024/25,Katikati,OrganicGreen,organic,26,2025-06-23,16.31,15.5,PASS,0.18,D,0,100241_26,90
18113,100242,2024/25,Katikati,SunGold,conventional,11,2025-03-10,16.46,16.1,PASS,0.079,D,0,100242_11,90
18114,100242,2024/25,Katikati,SunGold,conventional,12,2025-03-17,18.03,16.1,PASS,0.426,B,0,100242_12,90
18115,100242,2024/25,Katikati,SunGold,conventional,13,2025-03-24,16.19,16.1,PASS,0.02,D,0,100242_13,90
18116,100242,2024/25,Katikati,SunGold,conventional,14,2025-03-31,16.82,16.1,PASS,0.159,D,0,100242_14,90
18117,100242,2024/25,Katikati,SunGold,conventional,15,2025-04-07,16.68,16.1,PASS,0.128,D,0,100242_15,90
18118,100242,2024/25,Katikati,SunGold,conventional,16,2025-04-14,16.74,16.1,PASS,0.141,D,0,100242_16,90
18119,100242,2024/25,Katikati,SunGold,conventional,17,2025-04-21,17.26,16.1,PASS,0.256,C,0,100242_17,90
18120,100242,2024/25,Katikati,SunGold,conventional,18,2025-04-28,17.08,16.1,PASS,0.216,C,0,100242_18,90
18121,100242,2024/25,Katikati,SunGold,conventional,19,2025-05-05,16.31,16.1,PASS,0.046,D,0,100242_19,90
18122,100242,2024/25,Katikati,SunGold,conventional,20,2025-05-12,16.65,16.1,PASS,0.121,D,0,100242_20,90
18123,100242,2024/25,Katikati,SunGold,conventional,21,2025-05-19,16.64,16.1,PASS,0.119,D,0,100242_21,90
18124,100242,2024/25,Katikati,SunGold,conventional,22,2025-05-26,17.21,16.1,PASS,0.245,C,0,100242_22,90
18125,100242,2024/25,Katikati,SunGold,conventional,23,2025-06-02,16.12,16.1,PASS,0.004,D,0,100242_23,90
18126,100242,2024/25,Katikati,SunGold,conventional,24,2025-06-09,16.55,16.1,PASS,0.099,D,0,100242_24,90
18127,100242,2024/25,Katikati,SunGold,conventional,25,2025-06-16,16.64,16.1,PASS,0.119,D,0,100242_25,90
18128,100242,2024/25,Katikati,SunGold,conventional,26,2025-06-23,16.05,16.1,FAIL,0.0,F,0,100242_26,90
18129,100243,2024/25,Katikati,SunGold,conventional,11,2025-03-10,17.46,16.1,PASS,0.3,C,0,100243_11,90
18130,100243,2024/25,Katikati,SunGold,conventional,12,2025-03-17,15.5,16.1,FAIL,0.0,F,0,100243_12,90
18131,100243,2024/25,Katikati,SunGold,conventional,13,2025-03-24,16.84,16.1,PASS,0.163,D,0,100243_13,90
18132,100243,2024/25,Katikati,SunGold,conventional,14,2025-03-31,16.6,16.1,PASS,0.11,D,0,100243_14,90
18133,100243,2024/25,Katikati,SunGold,conventional,15,2025-04-07,16.91,16.1,PASS,0.179,D,0,100243_15,90
18134,100243,2024/25,Katikati,SunGold,conventional,16,2025-04-14,16.18,16.1,PASS,0.018,D,0,100243_16,90
18135,100243,2024/25,Katikati,SunGold,conventional,17,2025-04-21,17.05,16.1,PASS,0.209,C,0,100243_17,90
18136,100243,2024/25,Katikati,SunGold,conventional,18,2025-04-28,16.74,16.1,PASS,0.141,D,0,100243_18,90
18137,100243,2024/25,Katikati,SunGold,conventional,19,2025-05-05,16.29,16.1,PASS,0.042,D,0,100243_19,90
18138,100243,2024/25,Katikati,SunGold,conventional,20,2025-05-12,16.93,16.1,PASS,0.183,D,0,100243_20,90
18139,100243,2024/25,Katikati,SunGold,conventional,21,2025-05-19,16.28,16.1,PASS,0.04,D,0,100243_21,90
18140,100243,2024/25,Katikati,SunGold,conventional,22,2025-05-26,16.32,16.1,PASS,0.049,D,0,100243_22,90
18141,100243,2024/25,Katikati,SunGold,conventional,23,2025-06-02,15.96,16.1,FAIL,0.0,F,0,100243_23,90
18142,100243,2024/25,Katikati,SunGold,conventional,24,2025-06-09,16.4,16.1,PASS,0.066,D,0,100243_24,90
18143,100243,2024/25,Katikati,SunGold,conventional,25,2025-06-16,15.06,16.1,FAIL,0.0,F,0,100243_25,90
18144,100243,2024/25,Katikati,SunGold,conventional,26,2025-06-23,15.58,16.1,FAIL,0.0,F,0,100243_26,90
18145,100244,2024/25,Katikati,SunGold,conventional,11,2025-03-10,17.52,16.1,PASS,0.313,C,0,100244_11,90
18146,100244,2024/25,Katikati,SunGold,conventional,12,2025-03-17,17.47,16.1,PASS,0.302,C,0,100244_12,90
18147,100244,2024/25,Katikati,SunGold,conventional,13,2025-03-24,17.31,16.1,PASS,0.267,C,0,100244_13,90
18148,100244,2024/25,Katikati,SunGold,conventional,14,2025-03-31,17.27,16.1,PASS,0.258,C,0,100244_14,90
18149,100244,2024/25,Katikati,SunGold,conventional,15,2025-04-07,17.68,16.1,PASS,0.348,C,0,100244_15,90
18150,100244,2024/25,Katikati,SunGold,conventional,16,2025-04-14,16.81,16.1,PASS,0.157,D,0,100244_16,90
18151,100244,2024/25,Katikati,SunGold,conventional,17,2025-04-21,16.26,16.1,PASS,0.035,D,0,100244_17,90
18152,100244,2024/25,Katikati,SunGold,conventional,18,2025-04-28,16.11,16.1,PASS,0.002,D,0,100244_18,90
18153,100244,2024/25,Katikati,SunGold,conventional,19,2025-05-05,15.99,16.1,FAIL,0.0,F,0,100244_19,90
18154,100244,2024/25,Katikati,SunGold,conventional,20,2025-05-12,15.77,16.1,FAIL,0.0,F,0,100244_20,90
18155,100244,2024/25,Katikati,SunGold,conventional,21,2025-05-19,16.38,16.1,PASS,0.062,D,0,100244_21,90
18156,100244,2024/25,Katikati,SunGold,conventional,22,2025-05-26,16.57,16.1,PASS,0.104,D,0,100244_22,90
18157,100244,2024/25,Katikati,SunGold,conventional,23,2025-06-02,16.8,16.1,PASS,0.154,D,0,100244_23,90
18158,100244,2024/25,Katikati,SunGold,conventional,24,2025-06-09,15.91,16.1,FAIL,0.0,F,0,100244_24,90
18159,100244,2024/25,Katikati,SunGold,conventional,25,2025-06-16,16.47,16.1,PASS,0.082,D,0,100244_25,90
18160,100244,2024/25,Katikati,SunGold,conventional,26,2025-06-23,16.09,16.1,FAIL,0.0,F,0,100244_26,90
18161,100245,2024/25,Katikati,Green,conventional,11,2025-03-10,16.39,15.5,PASS,0.198,D,0,100245_11,90
18162,100245,2024/25,Katikati,Green,conventional,12,2025-03-17,17.06,15.5,PASS,0.347,C,0,100245_12,90
18163,100245,2024/25,Katikati,Green,conventional,13,2025-03-24,17.28,15.5,PASS,0.396,C,0,100245_13,90
18164,100245,2024/25,Katikati,Green,conventional,14,2025-03-31,15.85,15.5,PASS,0.078,D,0,100245_14,90
18165,100245,2024/25,Katikati,Green,conventional,15,2025-04-07,16.14,15.5,PASS,0.142,D,0,100245_15,90
18166,100245,2024/25,Katikati,Green,conventional,16,2025-04-14,16.13,15.5,PASS,0.14,D,0,100245_16,90
18167,100245,2024/25,Katikati,Green,conventional,17,2025-04-21,17.12,15.5,PASS,0.36,C,0,100245_17,90
18168,100245,2024/25,Katikati,Green,conventional,18,2025-04-28,16.1,15.5,PASS,0.133,D,0,100245_18,90
18169,100245,2024/25,Katikati,Green,conventional,19,2025-05-05,15.93,15.5,PASS,0.096,D,0,100245_19,90
18170,100245,2024/25,Katikati,Green,conventional,20,2025-05-12,16.35,15.5,PASS,0.189,D,0,100245_20,90
18171,100245,2024/25,Katikati,Green,conventional,21,2025-05-19,16.29,15.5,PASS,0.176,D,0,100245_21,90
18172,100245,2024/25,Katikati,Green,conventional,22,2025-05-26,16.98,15.5,PASS,0.329,C,0,100245_22,90
18173,100245,2024/25,Katikati,Green,conventional,23,2025-06-02,15.17,15.5,FAIL,0.0,F,0,100245_23,90
18174,100245,2024/25,Katikati,Green,conventional,24,2025-06-09,15.9,15.5,PASS,0.089,D,0,100245_24,90
18175,100245,2024/25,Katikati,Green,conventional,25,2025-06-16,15.15,15.5,FAIL,0.0,F,0,100245_25,90
18176,100245,2024/25,Katikati,Green,conventional,26,2025-06-23,16.68,15.5,PASS,0.262,C,0,100245_26,90
18177,100246,2024/25,Katikati,SunGold,conventional,11,2025-03-10,16.44,16.1,PASS,0.075,D,0,100246_11,90
18178,100246,2024/25,Katikati,SunGold,conventional,12,2025-03-17,16.6,16.1,PASS,0.11,D,0,100246_12,90
18179,100246,2024/25,Katikati,SunGold,conventional,13,2025-03-24,16.48,16.1,PASS,0.084,D,0,100246_13,90
18180,100246,2024/25,Katikati,SunGold,conventional,14,2025-03-31,17.4,16.1,PASS,0.287,C,0,100246_14,90
18181,100246,2024/25,Katikati,SunGold,conventional,15,2025-04-07,15.99,16.1,FAIL,0.0,F,0,100246_15,90
18182,100246,2024/25,Katikati,SunGold,conventional,16,2025-04-14,16.1,16.1,PASS,0.0,D,0,100246_16,90
18183,100246,2024/25,Katikati,SunGold,conventional,17,2025-04-21,15.57,16.1,FAIL,0.0,F,0,100246_17,90
18184,100246,2024/25,Katikati,SunGold,conventional,18,2025-04-28,16.03,16.1,FAIL,0.0,F,0,100246_18,90
18185,100246,2024/25,Katikati,SunGold,conventional,19,2025-05-05,15.69,16.1,FAIL,0.0,F,0,100246_19,90
18186,100246,2024/25,Katikati,SunGold,conventional,20,2025-05-12,16.75,16.1,PASS,0.143,D,0,100246_20,90
18187,100246,2024/25,Katikati,SunGold,conventional,21,2025-05-19,16.1,16.1,PASS,0.0,D,0,100246_21,90
18188,100246,2024/25,Katikati,SunGold,conventional,22,2025-05-26,17.17,16.1,PASS,0.236,C,0,100246_22,90
18189,100246,2024/25,Katikati,SunGold,conventional,23,2025-06-02,16.31,16.1,PASS,0.046,D,0,100246_23,90
18190,100246,2024/25,Katikati,SunGold,conventional,24,2025-06-09,15.42,16.1,FAIL,0.0,F,0,100246_24,90
18191,100246,2024/25,Katikati,SunGold,conventional,25,2025-06-16,16.64,16.1,PASS,0.119,D,0,100246_25,90
18192,100246,2024/25,Katikati,SunGold,conventional,26,2025-06-23,16.26,16.1,PASS,0.035,D,0,100246_26,90
18193,100247,2024/25,Katikati,SunGold,conventional,11,2025-03-10,16.95,16.1,PASS,0.187,D,0,100247_11,90
18194,100247,2024/25,Katikati,SunGold,conventional,12,2025-03-17,18.19,16.1,PASS,0.461,B,0,100247_12,90
18195,100247,2024/25,Katikati,SunGold,conventional,13,2025-03-24,16.8,16.1,PASS,0.154,D,0,100247_13,90
18196,100247,2024/25,Katikati,SunGold,conventional,14,2025-03-31,17.25,16.1,PASS,0.254,C,0,100247_14,90
18197,100247,2024/25,Katikati,SunGold,conventional,15,2025-04-07,17.81,16.1,PASS,0.377,C,0,100247_15,90
18198,100247,2024/25,Katikati,SunGold,conventional,16,2025-04-14,17.1,16.1,PASS,0.221,C,0,100247_16,90
18199,100247,2024/25,Katikati,SunGold,conventional,17,2025-04-21,16.27,16.1,PASS,0.037,D,0,100247_17,90
18200,100247,2024/25,Katikati,SunGold,conventional,18,2025-04-28,17.96,16.1,PASS,0.41,B,0,100247_18,90
18201,100247,2024/25,Katikati,SunGold,conventional,19,2025-05-05,15.5,16.1,FAIL,0.0,F,0,100247_19,90
18202,100247,2024/25,Katikati,SunGold,conventional,20,2025-05-12,16.58,16.1,PASS,0.106,D,0,100247_20,90
18203,100247,2024/25,Katikati,SunGold,conventional,21,2025-05-19,16.92,16.1,PASS,0.181,D,0,100247_21,90
18204,100247,2024/25,Katikati,SunGold,conventional,22,2025-05-26,16.16,16.1,PASS,0.013,D,0,100247_22,90
18205,100247,2024/25,Katikati,SunGold,conventional,23,2025-06-02,16.22,16.1,PASS,0.026,D,0,100247_23,90
18206,100247,2024/25,Katikati,SunGold,conventional,24,2025-06-09,16.23,16.1,PASS,0.029,D,0,100247_24,90
18207,100247,2024/25,Katikati,SunGold,conventional,25,2025-06-16,15.76,16.1,FAIL,0.0,F,0,100247_25,90
18208,100247,2024/25,Katikati,SunGold,conventional,26,2025-06-23,16.33,16.1,PASS,0.051,D,0,100247_26,90
18209,100248,2024/25,Katikati,SunGold,conventional,11,2025-03-10,16.95,16.1,PASS,0.187,D,0,100248_11,90
18210,100248,2024/25,Katikati,SunGold,conventional,12,2025-03-17,17.79,16.1,PASS,0.373,C,0,100248_12,90
18211,100248,2024/25,Katikati,SunGold,conventional,13,2025-03-24,16.16,16.1,PASS,0.013,D,0,100248_13,90
18212,100248,2024/25,Katikati,SunGold,conventional,14,2025-03-31,16.31,16.1,PASS,0.046,D,0,100248_14,90
18213,100248,2024/25,Katikati,SunGold,conventional,15,2025-04-07,16.81,16.1,PASS,0.157,D,0,100248_15,90
18214,100248,2024/25,Katikati,SunGold,conventional,16,2025-04-14,16.27,16.1,PASS,0.037,D,0,100248_16,90
18215,100248,2024/25,Katikati,SunGold,conventional,17,2025-04-21,16.69,16.1,PASS,0.13,D,0,100248_17,90
18216,100248,2024/25,Katikati,SunGold,conventional,18,2025-04-28,15.84,16.1,FAIL,0.0,F,0,100248_18,90
18217,100248,2024/25,Katikati,SunGold,conventional,19,2025-05-05,15.42,16.1,FAIL,0.0,F,0,100248_19,90
18218,100248,2024/25,Katikati,SunGold,conventional,20,2025-05-12,17.17,16.1,PASS,0.236,C,0,100248_20,90
18219,100248,2024/25,Katikati,SunGold,conventional,21,2025-05-19,16.27,16.1,PASS,0.037,D,0,100248_21,90
18220,100248,2024/25,Katikati,SunGold,conventional,22,2025-05-26,16.02,16.1,FAIL,0.0,F,0,100248_22,90
18221,100248,2024/25,Katikati,SunGold,conventional,23,2025-06-02,16.14,16.1,PASS,0.009,D,0,100248_23,90
18222,100248,2024/25,Katikati,SunGold,conventional,24,2025-06-09,16.68,16.1,PASS,0.128,D,0,100248_24,90
18223,100248,2024/25,Katikati,SunGold,conventional,25,2025-06-16,15.74,16.1,FAIL,0.0,F,0,100248_25,90
18224,100248,2024/25,Katikati,SunGold,conventional,26,2025-06-23,15.53,16.1,FAIL,0.0,F,0,100248_26,90
18225,100249,2024/25,Katikati,SunGold,conventional,11,2025-03-10,15.91,16.1,FAIL,0.0,F,0,100249_11,90
18226,100249,2024/25,Katikati,SunGold,conventional,12,2025-03-17,16.75,16.1,PASS,0.143,D,0,100249_12,90
18227,100249,2024/25,Katikati,SunGold,conventional,13,2025-03-24,16.85,16.1,PASS,0.165,D,0,100249_13,90
18228,100249,2024/25,Katikati,SunGold,conventional,14,2025-03-31,16.58,16.1,PASS,0.106,D,0,100249_14,90
18229,100249,2024/25,Katikati,SunGold,conventional,15,2025-04-07,15.59,16.1,FAIL,0.0,F,0,100249_15,90
18230,100249,2024/25,Katikati,SunGold,conventional,16,2025-04-14,16.21,16.1,PASS,0.024,D,0,100249_16,90
18231,100249,2024/25,Katikati,SunGold,conventional,17,2025-04-21,17.04,16.1,PASS,0.207,C,0,100249_17,90
18232,100249,2024/25,Katikati,SunGold,conventional,18,2025-04-28,15.29,16.1,FAIL,0.0,F,0,100249_18,90
18233,100249,2024/25,Katikati,SunGold,conventional,19,2025-05-05,16.47,16.1,PASS,0.082,D,0,100249_19,90
18234,100249,2024/25,Katikati,SunGold,conventional,20,2025-05-12,16.26,16.1,PASS,0.035,D,0,100249_20,90
18235,100249,2024/25,Katikati,SunGold,conventional,21,2025-05-19,16.47,16.1,PASS,0.082,D,0,100249_21,90
18236,100249,2024/25,Katikati,SunGold,conventional,22,2025-05-26,15.61,16.1,FAIL,0.0,F,0,100249_22,90
18237,100249,2024/25,Katikati,SunGold,conventional,23,2025-06-02,14.94,16.1,FAIL,0.0,F,0,100249_23,90
18238,100249,2024/25,Katikati,SunGold,conventional,24,2025-06-09,16.39,16.1,PASS,0.064,D,0,100249_24,90
18239,100249,2024/25,Katikati,SunGold,conventional,25,2025-06-16,14.53,16.1,FAIL,0.0,F,0,100249_25,90
18240,100249,2024/25,Katikati,SunGold,conventional,26,2025-06-23,14.62,16.1,FAIL,0.0,F,0,100249_26,90
18241,100250,2024/25,Katikati,SunGold,conventional,11,2025-03-10,16.64,16.1,PASS,0.119,D,0,100250_11,90
18242,100250,2024/25,Katikati,SunGold,conventional,12,2025-03-17,16.45,16.1,PASS,0.077,D,0,100250_12,90
18243,100250,2024/25,Katikati,SunGold,conventional,13,2025-03-24,15.63,16.1,FAIL,0.0,F,0,100250_13,90
18244,100250,2024/25,Katikati,SunGold,conventional,14,2025-03-31,17.37,16.1,PASS,0.28,C,0,100250_14,90
18245,100250,2024/25,Katikati,SunGold,conventional,15,2025-04-07,17.01,16.1,PASS,0.201,C,0,100250_15,90
18246,100250,2024/25,Katikati,SunGold,conventional,16,2025-04-14,16.08,16.1,FAIL,0.0,F,0,100250_16,90
18247,100250,2024/25,Katikati,SunGold,conventional,17,2025-04-21,16.57,16.1,PASS,0.104,D,0,100250_17,90
18248,100250,2024/25,Katikati,SunGold,conventional,18,2025-04-28,16.95,16.1,PASS,0.187,D,0,100250_18,90
18249,100250,2024/25,Katikati,SunGold,conventional,19,2025-05-05,16.32,16.1,PASS,0.049,D,0,100250_19,90
18250,100250,2024/25,Katikati,SunGold,conventional,20,2025-05-12,16.51,16.1,PASS,0.09,D,0,100250_20,90
18251,100250,2024/25,Katikati,SunGold,conventional,21,2025-05-19,16.39,16.1,PASS,0.064,D,0,100250_21,90
18252,100250,2024/25,Katikati,SunGold,conventional,22,2025-05-26,17.1,16.1,PASS,0.221,C,0,100250_22,90
18253,100250,2024/25,Katikati,SunGold,conventional,23,2025-06-02,15.57,16.1,FAIL,0.0,F,0,100250_23,90
18254,100250,2024/25,Katikati,SunGold,conventional,24,2025-06-09,15.45,16.1,FAIL,0.0,F,0,100250_24,90
18255,100250,2024/25,Katikati,SunGold,conventional,25,2025-06-16,15.25,16.1,FAIL,0.0,F,0,100250_25,90
18256,100250,2024/25,Katikati,SunGold,conventional,26,2025-06-23,16.21,16.1,PASS,0.024,D,0,100250_26,90
18257,100251,2024/25,Katikati,SunGold,conventional,11,2025-03-10,17.15,16.1,PASS,0.232,C,0,100251_11,90
18258,100251,2024/25,Katikati,SunGold,conventional,12,2025-03-17,17.12,16.1,PASS,0.225,C,0,100251_12,90
18259,100251,2024/25,Katikati,SunGold,conventional,13,2025-03-24,17.08,16.1,PASS,0.216,C,0,100251_13,90
18260,100251,2024/25,Katikati,SunGold,conventional,14,2025-03-31,16.41,16.1,PASS,0.068,D,0,100251_14,90
18261,100251,2024/25,Katikati,SunGold,conventional,15,2025-04-07,17.12,16.1,PASS,0.225,C,0,100251_15,90
18262,100251,2024/25,Katikati,SunGold,conventional,16,2025-04-14,15.51,16.1,FAIL,0.0,F,0,100251_16,90
18263,100251,2024/25,Katikati,SunGold,conventional,17,2025-04-21,16.79,16.1,PASS,0.152,D,0,100251_17,90
18264,100251,2024/25,Katikati,SunGold,conventional,18,2025-04-28,16.05,16.1,FAIL,0.0,F,0,100251_18,90
