season,kpin,subzone,variety,pack_week,event_date,trays_lost,loss_pct,primary_cause,ccp_triggered,market_block_risk,dm_at_event,mts_pass,financial_impact_nzd
2024/25,100145,Te Puke,SunGold,13,2025-03-24,15,3.61,MECHANICAL,False,False,16.77,True,48.0
2024/25,100145,Te Puke,SunGold,14,2025-03-31,20,3.533,MTS_BREACH,False,False,15.68,False,2113.2
2024/25,100145,Te Puke,SunGold,15,2025-04-07,14,3.416,COOLSTORE_CCP5,True,False,16.15,True,44.8
2024/25,100145,Te Puke,SunGold,16,2025-04-14,21,4.099,MTS_BREACH,False,False,15.16,False,1882.8
2024/25,100145,Te Puke,SunGold,17,2025-04-21,19,3.296,PEST_CCP3,True,True,16.13,True,60.8
2024/25,100145,Te Puke,SunGold,18,2025-04-28,33,5.669,MTS_BREACH,False,False,14.89,False,2127.6
2024/25,100145,Te Puke,SunGold,19,2025-05-05,25,4.281,MTS_BREACH,False,False,14.84,False,2178.0
2024/25,100145,Te Puke,SunGold,20,2025-05-12,16,3.136,MTS_BREACH,False,False,15.86,False,1933.2
2024/25,100145,Te Puke,SunGold,21,2025-05-19,17,2.911,MECHANICAL,False,False,16.36,True,54.4
2024/25,100145,Te Puke,SunGold,22,2025-05-26,20,4.186,MTS_BREACH,False,False,15.05,False,1735.2
2024/25,100146,Te Puke,Green,11,2025-03-10,29,2.649,MECHANICAL,False,False,17.9,True,92.8
2024/25,100146,Te Puke,Green,12,2025-03-17,60,3.525,PEST_CCP3,True,True,17.4,True,192.0
2024/25,100146,Te Puke,Green,13,2025-03-24,49,3.097,PEST_CCP2,True,False,16.36,True,156.8
2024/25,100146,Te Puke,Green,14,2025-03-31,46,2.923,MECHANICAL,False,False,17.22,True,147.2
2024/25,100146,Te Puke,Green,15,2025-04-07,28,2.788,PEST_CCP2,True,False,16.24,True,89.6
2024/25,100146,Te Puke,Green,16,2025-04-14,55,3.891,COOLSTORE_CCP5,True,False,16.4,True,176.0
2024/25,100146,Te Puke,Green,17,2025-04-21,43,3.315,PEST_CCP2,True,False,18.02,True,137.6
2024/25,100146,Te Puke,Green,18,2025-04-28,47,3.385,PEST_CCP3,True,True,17.09,True,150.4
2024/25,100146,Te Puke,Green,19,2025-05-05,58,3.961,MECHANICAL,False,False,16.73,True,185.6
2024/25,100146,Te Puke,Green,20,2025-05-12,44,2.921,PEST_CCP3,True,True,18.31,True,140.8
2024/25,100147,Te Puke,SunGold,13,2025-03-24,66,3.127,MTS_BREACH,False,False,15.92,False,7621.2
2024/25,100147,Te Puke,SunGold,14,2025-03-31,73,3.646,MECHANICAL,False,False,16.53,True,233.6
2024/25,100147,Te Puke,SunGold,15,2025-04-07,45,3.33,PEST_CCP3,True,True,16.52,True,144.0
2024/25,100147,Te Puke,SunGold,16,2025-04-14,44,3.063,MECHANICAL,False,False,16.89,True,140.8
2024/25,100147,Te Puke,SunGold,17,2025-04-21,74,3.571,MECHANICAL,False,False,16.84,True,236.8
2024/25,100147,Te Puke,SunGold,18,2025-04-28,56,3.034,MTS_BREACH,False,False,15.98,False,6750.0
2024/25,100147,Te Puke,SunGold,19,2025-05-05,57,3.393,MECHANICAL,False,False,17.39,True,182.4
2024/25,100147,Te Puke,SunGold,20,2025-05-12,61,3.062,MTS_BREACH,False,False,15.79,False,7246.8
2024/25,100147,Te Puke,SunGold,21,2025-05-19,62,3.75,MTS_BREACH,False,False,15.76,False,6012.0
2024/25,100147,Te Puke,SunGold,22,2025-05-26,46,3.545,MTS_BREACH,False,False,15.26,False,4766.4
2024/25,100148,Te Puke,SunGold,13,2025-03-24,66,3.599,MECHANICAL,False,False,16.72,True,211.2
2024/25,100148,Te Puke,SunGold,14,2025-03-31,73,3.343,PEST_CCP2,True,False,16.59,True,233.6
2024/25,100148,Te Puke,SunGold,15,2025-04-07,59,3.657,PEST_CCP2,True,False,17.73,True,188.8
2024/25,100148,Te Puke,SunGold,16,2025-04-14,61,3.892,MTS_BREACH,False,False,15.68,False,5652.0
2024/25,100148,Te Puke,SunGold,17,2025-04-21,44,3.48,MECHANICAL,False,False,17.45,True,140.8
2024/25,100148,Te Puke,SunGold,18,2025-04-28,64,3.136,MTS_BREACH,False,False,16.03,False,7419.6
2024/25,100148,Te Puke,SunGold,19,2025-05-05,47,3.878,WEATHER,False,False,17.2,True,150.4
2024/25,100148,Te Puke,SunGold,20,2025-05-12,63,3.412,MTS_BREACH,False,False,15.57,False,6728.4
2024/25,100148,Te Puke,SunGold,21,2025-05-19,48,2.512,COOLSTORE_CCP5,True,False,16.36,True,153.6
2024/25,100148,Te Puke,SunGold,22,2025-05-26,54,3.835,MTS_BREACH,False,False,15.29,False,5119.2
2024/25,100149,Te Puke,SunGold,13,2025-03-24,9,3.582,LOADOUT_CCP6,True,False,17.42,True,28.8
2024/25,100149,Te Puke,SunGold,14,2025-03-31,16,4.033,WEATHER,False,False,17.45,True,51.2
2024/25,100149,Te Puke,SunGold,15,2025-04-07,7,2.905,PEST_CCP3,True,True,16.57,True,22.4
2024/25,100149,Te Puke,SunGold,16,2025-04-14,8,3.2,MECHANICAL,False,False,17.84,True,25.6
2024/25,100149,Te Puke,SunGold,17,2025-04-21,12,3.523,OTHER,False,False,18.58,True,38.4
2024/25,100149,Te Puke,SunGold,18,2025-04-28,9,3.444,MECHANICAL,False,False,17.86,True,28.8
2024/25,100149,Te Puke,SunGold,19,2025-05-05,14,3.82,MTS_BREACH,False,False,15.95,False,1407.6
2024/25,100149,Te Puke,SunGold,20,2025-05-12,12,3.467,MECHANICAL,False,False,17.59,True,38.4
2024/25,100149,Te Puke,SunGold,21,2025-05-19,12,3.509,WEATHER,False,False,16.96,True,38.4
2024/25,100149,Te Puke,SunGold,22,2025-05-26,10,3.421,COOLSTORE_CCP5,True,False,17.52,True,32.0
2024/25,100150,Te Puke,SunGold,13,2025-03-24,76,3.41,MECHANICAL,False,False,16.39,True,243.2
2024/25,100150,Te Puke,SunGold,14,2025-03-31,37,2.393,MECHANICAL,False,False,17.08,True,118.4
2024/25,100150,Te Puke,SunGold,15,2025-04-07,57,3.338,MECHANICAL,False,False,18.26,True,182.4
2024/25,100150,Te Puke,SunGold,16,2025-04-14,78,3.643,LOADOUT_CCP6,True,False,16.2,True,249.6
2024/25,100150,Te Puke,SunGold,17,2025-04-21,88,3.553,COOLSTORE_CCP5,True,False,18.78,True,281.6
2024/25,100150,Te Puke,SunGold,18,2025-04-28,64,2.768,MECHANICAL,False,False,16.53,True,204.8
2024/25,100150,Te Puke,SunGold,19,2025-05-05,78,4.539,MTS_BREACH,False,False,15.31,False,6228.0
2024/25,100150,Te Puke,SunGold,20,2025-05-12,100,3.851,MTS_BREACH,False,False,15.08,False,9374.4
2024/25,100150,Te Puke,SunGold,21,2025-05-19,68,2.957,MECHANICAL,False,False,16.42,True,217.6
2024/25,100150,Te Puke,SunGold,22,2025-05-26,80,3.727,COOLSTORE_CCP5,True,False,16.87,True,256.0
2024/25,100151,Te Puke,SunGold,13,2025-03-24,14,3.582,PEST_CCP2,True,False,17.23,True,44.8
2024/25,100151,Te Puke,SunGold,14,2025-03-31,10,3.003,MECHANICAL,False,False,17.21,True,32.0
2024/25,100151,Te Puke,SunGold,15,2025-04-07,11,2.263,OTHER,False,False,16.55,True,35.2
2024/25,100151,Te Puke,SunGold,16,2025-04-14,13,4.6,MTS_BREACH,False,False,15.79,False,1094.4
2024/25,100151,Te Puke,SunGold,17,2025-04-21,14,3.007,MECHANICAL,False,False,16.82,True,44.8
2024/25,100151,Te Puke,SunGold,18,2025-04-28,17,4.052,MECHANICAL,False,False,16.72,True,54.4
2024/25,100151,Te Puke,SunGold,19,2025-05-05,12,3.503,COOLSTORE_CCP5,True,False,16.84,True,38.4
2024/25,100151,Te Puke,SunGold,20,2025-05-12,11,3.425,MECHANICAL,False,False,16.37,True,35.2
2024/25,100151,Te Puke,SunGold,21,2025-05-19,15,3.371,PEST_CCP2,True,False,16.2,True,48.0
2024/25,100151,Te Puke,SunGold,22,2025-05-26,13,3.027,MTS_BREACH,False,False,15.95,False,1548.0
2024/25,100152,Te Puke,SweetGreen,12,2025-03-17,39,3.234,PEST_CCP2,True,False,15.99,True,124.8
2024/25,100152,Te Puke,SweetGreen,13,2025-03-24,27,3.313,PEST_CCP2,True,False,15.79,True,86.4
2024/25,100152,Te Puke,SweetGreen,14,2025-03-31,35,2.709,COOLSTORE_CCP5,True,False,16.4,True,112.0
2024/25,100152,Te Puke,SweetGreen,15,2025-04-07,25,3.218,WEATHER,False,False,15.95,True,80.0
2024/25,100152,Te Puke,SweetGreen,16,2025-04-14,39,3.832,MECHANICAL,False,False,16.28,True,124.8
2024/25,100152,Te Puke,SweetGreen,17,2025-04-21,38,2.89,WEATHER,False,False,16.62,True,121.6
2024/25,100152,Te Puke,SweetGreen,18,2025-04-28,27,2.974,MECHANICAL,False,False,17.25,True,86.4
2024/25,100152,Te Puke,SweetGreen,19,2025-05-05,32,3.555,MECHANICAL,False,False,15.56,True,102.4
2024/25,100152,Te Puke,SweetGreen,20,2025-05-12,36,2.925,PEST_CCP2,True,False,17.34,True,115.2
2024/25,100152,Te Puke,SweetGreen,21,2025-05-19,37,4.76,COOLSTORE_CCP5,True,False,16.25,True,118.4
2024/25,100153,Te Puke,Green,11,2025-03-10,36,2.659,PEST_CCP2,True,False,16.25,True,115.2
2024/25,100153,Te Puke,Green,12,2025-03-17,47,3.134,WEATHER,False,False,17.01,True,150.4
2024/25,100153,Te Puke,Green,13,2025-03-24,41,2.82,MECHANICAL,False,False,17.57,True,131.2
2024/25,100153,Te Puke,Green,14,2025-03-31,42,3.279,MECHANICAL,False,False,16.9,True,134.4
2024/25,100153,Te Puke,Green,15,2025-04-07,61,4.077,WEATHER,False,False,17.24,True,195.2
2024/25,100153,Te Puke,Green,16,2025-04-14,54,4.968,MTS_BREACH,False,False,14.88,False,3025.0
2024/25,100153,Te Puke,Green,17,2025-04-21,47,4.847,MTS_BREACH,False,False,14.88,False,2717.0
2024/25,100153,Te Puke,Green,18,2025-04-28,60,3.736,PEST_CCP2,True,False,17.35,True,192.0
2024/25,100153,Te Puke,Green,19,2025-05-05,71,4.412,PEST_CCP3,True,True,17.26,True,227.2
2024/25,100153,Te Puke,Green,20,2025-05-12,30,3.098,WEATHER,False,False,15.94,True,96.0
2024/25,100154,Te Puke,OrganicSunGold,14,2025-03-31,21,3.013,COOLSTORE_CCP5,True,False,16.46,True,67.2
2024/25,100154,Te Puke,OrganicSunGold,15,2025-04-07,33,4.034,MTS_BREACH,False,False,15.56,False,3497.75
2024/25,100154,Te Puke,OrganicSunGold,16,2025-04-14,16,3.039,COOLSTORE_CCP5,True,False,16.94,True,51.2
2024/25,100154,Te Puke,OrganicSunGold,17,2025-04-21,22,3.22,COOLSTORE_CCP5,True,False,16.32,True,70.4
2024/25,100154,Te Puke,OrganicSunGold,18,2025-04-28,18,3.339,MTS_BREACH,False,False,15.94,False,2303.5
2024/25,100154,Te Puke,OrganicSunGold,19,2025-05-05,19,2.73,WEATHER,False,False,17.72,True,60.8
2024/25,100154,Te Puke,OrganicSunGold,20,2025-05-12,19,3.026,MECHANICAL,False,False,16.43,True,60.8
2024/25,100154,Te Puke,OrganicSunGold,21,2025-05-19,16,3.103,MTS_BREACH,False,False,15.96,False,2307.75
2024/25,100155,Te Puke,Green,11,2025-03-10,57,3.263,PEST_CCP2,True,False,17.8,True,182.4
2024/25,100155,Te Puke,Green,12,2025-03-17,53,3.987,MECHANICAL,False,False,17.54,True,169.6
2024/25,100155,Te Puke,Green,13,2025-03-24,51,3.202,WEATHER,False,False,15.96,True,163.2
2024/25,100155,Te Puke,Green,14,2025-03-31,45,3.631,MECHANICAL,False,False,16.7,True,144.0
2024/25,100155,Te Puke,Green,15,2025-04-07,38,2.972,MECHANICAL,False,False,15.65,True,121.6
2024/25,100155,Te Puke,Green,16,2025-04-14,48,3.213,MECHANICAL,False,False,15.82,True,153.6
2024/25,100155,Te Puke,Green,17,2025-04-21,33,2.877,COOLSTORE_CCP5,True,False,15.58,True,105.6
2024/25,100155,Te Puke,Green,18,2025-04-28,41,3.68,WEATHER,False,False,15.72,True,131.2
2024/25,100155,Te Puke,Green,19,2025-05-05,65,3.557,WEATHER,False,False,16.2,True,208.0
2024/25,100155,Te Puke,Green,20,2025-05-12,42,3.407,MECHANICAL,False,False,16.45,True,134.4
2024/25,100156,Te Puke,SunGold,13,2025-03-24,43,3.788,MTS_BREACH,False,False,15.54,False,4107.6
2024/25,100156,Te Puke,SunGold,14,2025-03-31,34,3.522,MECHANICAL,False,False,16.7,True,108.8
2024/25,100156,Te Puke,SunGold,15,2025-04-07,36,2.565,COOLSTORE_CCP5,True,False,18.24,True,115.2
2024/25,100156,Te Puke,SunGold,16,2025-04-14,54,3.814,MTS_BREACH,False,False,15.14,False,5180.4
2024/25,100156,Te Puke,SunGold,17,2025-04-21,33,3.496,PEST_CCP2,True,False,17.0,True,105.6
2024/25,100156,Te Puke,SunGold,18,2025-04-28,31,3.321,PEST_CCP2,True,False,16.36,True,99.2
2024/25,100156,Te Puke,SunGold,19,2025-05-05,40,3.354,LOADOUT_CCP6,True,False,16.9,True,128.0
2024/25,100156,Te Puke,SunGold,20,2025-05-12,67,4.261,COOLSTORE_CCP5,True,False,16.44,True,214.4
2024/25,100156,Te Puke,SunGold,21,2025-05-19,49,3.258,MTS_BREACH,False,False,15.54,False,5511.6
2024/25,100156,Te Puke,SunGold,22,2025-05-26,53,3.973,WEATHER,False,False,16.73,True,169.6
2024/25,100157,Te Puke,SunGold,13,2025-03-24,20,3.93,PEST_CCP3,True,True,16.64,True,64.0
2024/25,100157,Te Puke,SunGold,14,2025-03-31,20,3.501,PEST_CCP2,True,False,16.95,True,64.0
2024/25,100157,Te Puke,SunGold,15,2025-04-07,21,4.526,MECHANICAL,False,False,16.68,True,67.2
2024/25,100157,Te Puke,SunGold,16,2025-04-14,24,4.113,MECHANICAL,False,False,17.12,True,76.8
2024/25,100157,Te Puke,SunGold,17,2025-04-21,20,3.615,COOLSTORE_CCP5,True,False,16.88,True,64.0
2024/25,100157,Te Puke,SunGold,18,2025-04-28,14,3.281,MECHANICAL,False,False,16.78,True,44.8
2024/25,100157,Te Puke,SunGold,19,2025-05-05,14,3.501,MECHANICAL,False,False,16.18,True,44.8
2024/25,100157,Te Puke,SunGold,20,2025-05-12,16,3.223,MTS_BREACH,False,False,16.0,False,1836.0
2024/25,100157,Te Puke,SunGold,21,2025-05-19,22,4.995,MTS_BREACH,False,False,14.81,False,1616.4
2024/25,100157,Te Puke,SunGold,22,2025-05-26,12,3.381,MTS_BREACH,False,False,15.82,False,1350.0
2024/25,100158,Te Puke,SunGold,13,2025-03-24,31,3.106,LOADOUT_CCP6,True,False,17.08,True,99.2
2024/25,100158,Te Puke,SunGold,14,2025-03-31,21,3.265,PEST_CCP2,True,False,16.97,True,67.2
2024/25,100158,Te Puke,SunGold,15,2025-04-07,32,3.877,PEST_CCP3,True,True,16.99,True,102.4
2024/25,100158,Te Puke,SunGold,16,2025-04-14,25,2.662,MECHANICAL,False,False,17.49,True,80.0
2024/25,100158,Te Puke,SunGold,17,2025-04-21,32,3.43,MECHANICAL,False,False,17.63,True,102.4
2024/25,100158,Te Puke,SunGold,18,2025-04-28,32,3.283,MECHANICAL,False,False,16.63,True,102.4
2024/25,100158,Te Puke,SunGold,19,2025-05-05,44,4.361,MTS_BREACH,False,False,14.98,False,3690.0
2024/25,100158,Te Puke,SunGold,20,2025-05-12,30,3.251,MECHANICAL,False,False,16.19,True,96.0
2024/25,100158,Te Puke,SunGold,21,2025-05-19,23,3.229,MTS_BREACH,False,False,15.65,False,2664.0
2024/25,100158,Te Puke,SunGold,22,2025-05-26,25,3.704,COOLSTORE_CCP5,True,False,16.61,True,80.0
2024/25,100159,Te Puke,SunGold,13,2025-03-24,52,3.375,MECHANICAL,False,False,16.48,True,166.4
2024/25,100159,Te Puke,SunGold,14,2025-03-31,57,3.089,MECHANICAL,False,False,17.4,True,182.4
2024/25,100159,Te Puke,SunGold,15,2025-04-07,40,3.372,PEST_CCP2,True,False,17.29,True,128.0
2024/25,100159,Te Puke,SunGold,16,2025-04-14,43,3.499,PEST_CCP2,True,False,18.59,True,137.6
2024/25,100159,Te Puke,SunGold,17,2025-04-21,69,4.284,PEST_CCP2,True,False,17.75,True,220.8
2024/25,100159,Te Puke,SunGold,18,2025-04-28,47,3.92,MECHANICAL,False,False,17.51,True,150.4
2024/25,100159,Te Puke,SunGold,19,2025-05-05,46,2.506,MECHANICAL,False,False,17.27,True,147.2
2024/25,100159,Te Puke,SunGold,20,2025-05-12,58,3.275,MTS_BREACH,False,False,15.68,False,6415.2
2024/25,100159,Te Puke,SunGold,21,2025-05-19,49,3.123,MTS_BREACH,False,False,15.94,False,5666.4
2024/25,100159,Te Puke,SunGold,22,2025-05-26,54,3.905,LOADOUT_CCP6,True,False,16.38,True,172.8
2024/25,100160,Te Puke,SunGold,13,2025-03-24,15,2.728,PEST_CCP2,True,False,16.32,True,48.0
2024/25,100160,Te Puke,SunGold,14,2025-03-31,19,3.557,MECHANICAL,False,False,16.83,True,60.8
2024/25,100160,Te Puke,SunGold,15,2025-04-07,24,3.058,MTS_BREACH,False,False,15.95,False,2883.6
2024/25,100160,Te Puke,SunGold,16,2025-04-14,28,3.33,MTS_BREACH,False,False,15.39,False,3070.8
2024/25,100160,Te Puke,SunGold,17,2025-04-21,32,3.715,PEST_CCP2,True,False,16.52,True,102.4
2024/25,100160,Te Puke,SunGold,18,2025-04-28,24,3.095,LOADOUT_CCP6,True,False,16.5,True,76.8
2024/25,100160,Te Puke,SunGold,19,2025-05-05,24,3.805,MECHANICAL,False,False,17.0,True,76.8
2024/25,100160,Te Puke,SunGold,20,2025-05-12,29,6.063,MTS_BREACH,False,False,14.62,False,1778.4
2024/25,100160,Te Puke,SunGold,21,2025-05-19,20,3.05,MECHANICAL,False,False,16.96,True,64.0
2024/25,100160,Te Puke,SunGold,22,2025-05-26,19,2.806,PEST_CCP2,True,False,16.57,True,60.8
2024/25,100161,Te Puke,SunGold,13,2025-03-24,8,3.594,MTS_BREACH,False,False,15.31,False,900.0
2024/25,100161,Te Puke,SunGold,14,2025-03-31,9,3.59,MTS_BREACH,False,False,16.06,False,990.0
2024/25,100161,Te Puke,SunGold,15,2025-04-07,8,2.441,MECHANICAL,False,False,17.62,True,25.6
2024/25,100161,Te Puke,SunGold,16,2025-04-14,12,3.535,MECHANICAL,False,False,16.39,True,38.4
2024/25,100161,Te Puke,SunGold,17,2025-04-21,10,2.806,MECHANICAL,False,False,16.63,True,32.0
2024/25,100161,Te Puke,SunGold,18,2025-04-28,13,3.737,PEST_CCP3,True,True,16.48,True,41.6
2024/25,100161,Te Puke,SunGold,19,2025-05-05,7,3.017,MECHANICAL,False,False,17.05,True,22.4
2024/25,100161,Te Puke,SunGold,20,2025-05-12,9,3.419,PEST_CCP2,True,False,16.39,True,28.8
2024/25,100161,Te Puke,SunGold,21,2025-05-19,6,3.065,MECHANICAL,False,False,17.61,True,19.2
2024/25,100161,Te Puke,SunGold,22,2025-05-26,10,3.102,MTS_BREACH,False,False,15.82,False,1260.0
2024/25,100162,Te Puke,SunGold,13,2025-03-24,24,4.495,MECHANICAL,False,False,16.38,True,76.8
2024/25,100162,Te Puke,SunGold,14,2025-03-31,32,4.082,MECHANICAL,False,False,17.47,True,102.4
2024/25,100162,Te Puke,SunGold,15,2025-04-07,15,2.498,MECHANICAL,False,False,16.76,True,48.0
2024/25,100162,Te Puke,SunGold,16,2025-04-14,33,3.888,MTS_BREACH,False,False,15.9,False,3096.0
2024/25,100162,Te Puke,SunGold,17,2025-04-21,27,3.318,WEATHER,False,False,17.84,True,86.4
2024/25,100162,Te Puke,SunGold,18,2025-04-28,21,3.819,MTS_BREACH,False,False,15.29,False,2070.0
2024/25,100162,Te Puke,SunGold,19,2025-05-05,35,5.593,MTS_BREACH,False,False,15.17,False,2271.6
2024/25,100162,Te Puke,SunGold,20,2025-05-12,24,3.445,OTHER,False,False,16.23,True,76.8
2024/25,100162,Te Puke,SunGold,21,2025-05-19,18,3.58,MECHANICAL,False,False,16.66,True,57.6
2024/25,100162,Te Puke,SunGold,22,2025-05-26,16,2.848,PEST_CCP2,True,False,17.74,True,51.2
2024/25,100163,Te Puke,SunGold,13,2025-03-24,40,3.12,PEST_CCP2,True,False,17.46,True,128.0
2024/25,100163,Te Puke,SunGold,14,2025-03-31,82,4.036,PEST_CCP3,True,True,16.5,True,262.4
2024/25,100163,Te Puke,SunGold,15,2025-04-07,46,3.691,MECHANICAL,False,False,16.99,True,147.2
2024/25,100163,Te Puke,SunGold,16,2025-04-14,95,4.983,MECHANICAL,False,False,18.08,True,304.0
2024/25,100163,Te Puke,SunGold,17,2025-04-21,71,3.675,MTS_BREACH,False,False,15.54,False,7005.6
2024/25,100163,Te Puke,SunGold,18,2025-04-28,50,3.549,MECHANICAL,False,False,17.94,True,160.0
2024/25,100163,Te Puke,SunGold,19,2025-05-05,42,2.334,MTS_BREACH,False,False,16.09,False,6620.4
2024/25,100163,Te Puke,SunGold,20,2025-05-12,69,3.261,MECHANICAL,False,False,16.11,True,220.8
2024/25,100163,Te Puke,SunGold,21,2025-05-19,43,3.51,MTS_BREACH,False,False,15.8,False,4492.8
2024/25,100163,Te Puke,SunGold,22,2025-05-26,47,3.487,WEATHER,False,False,16.74,True,150.4
2024/25,100164,Te Puke,Green,11,2025-03-10,33,4.242,MTS_BREACH,False,False,15.2,False,2191.75
2024/25,100164,Te Puke,Green,12,2025-03-17,15,2.562,MECHANICAL,False,False,16.79,True,48.0
2024/25,100164,Te Puke,Green,13,2025-03-24,23,3.221,MECHANICAL,False,False,17.38,True,73.6
2024/25,100164,Te Puke,Green,14,2025-03-31,26,3.009,COOLSTORE_CCP5,True,False,17.43,True,83.2
2024/25,100164,Te Puke,Green,15,2025-04-07,26,3.386,WEATHER,False,False,16.23,True,83.2
2024/25,100164,Te Puke,Green,16,2025-04-14,18,2.325,MECHANICAL,False,False,16.72,True,57.6
2024/25,100164,Te Puke,Green,17,2025-04-21,31,3.573,PEST_CCP2,True,False,16.27,True,99.2
2024/25,100164,Te Puke,Green,18,2025-04-28,35,4.555,MTS_BREACH,False,False,15.15,False,2117.5
2024/25,100164,Te Puke,Green,19,2025-05-05,24,2.746,MECHANICAL,False,False,15.83,True,76.8
2024/25,100164,Te Puke,Green,20,2025-05-12,26,3.024,MECHANICAL,False,False,16.27,True,83.2
2024/25,100165,Te Puke,SunGold,13,2025-03-24,39,2.945,COOLSTORE_CCP5,True,False,16.1,True,124.8
2024/25,100165,Te Puke,SunGold,14,2025-03-31,44,3.291,MECHANICAL,False,False,16.21,True,140.8
2024/25,100165,Te Puke,SunGold,15,2025-04-07,39,3.116,MTS_BREACH,False,False,15.69,False,4507.2
2024/25,100165,Te Puke,SunGold,16,2025-04-14,35,3.213,LOADOUT_CCP6,True,False,17.08,True,112.0
2024/25,100165,Te Puke,SunGold,17,2025-04-21,40,3.08,PEST_CCP2,True,False,17.03,True,128.0
2024/25,100165,Te Puke,SunGold,18,2025-04-28,62,5.656,MTS_BREACH,False,False,14.69,False,3996.0
2024/25,100165,Te Puke,SunGold,19,2025-05-05,29,2.995,MECHANICAL,False,False,16.95,True,92.8
2024/25,100165,Te Puke,SunGold,20,2025-05-12,52,3.89,MTS_BREACH,False,False,15.92,False,4849.2
2024/25,100165,Te Puke,SunGold,21,2025-05-19,31,3.686,WEATHER,False,False,16.71,True,99.2
2024/25,100165,Te Puke,SunGold,22,2025-05-26,38,3.957,MECHANICAL,False,False,17.19,True,121.6
2024/25,100166,Te Puke,SunGold,13,2025-03-24,35,3.045,MECHANICAL,False,False,17.07,True,112.0
2024/25,100166,Te Puke,SunGold,14,2025-03-31,41,2.634,MTS_BREACH,False,False,15.9,False,5691.6
2024/25,100166,Te Puke,SunGold,15,2025-04-07,50,3.773,MTS_BREACH,False,False,15.72,False,4831.2
2024/25,100166,Te Puke,SunGold,16,2025-04-14,42,3.655,MECHANICAL,False,False,16.15,True,134.4
2024/25,100166,Te Puke,SunGold,17,2025-04-21,26,2.714,MTS_BREACH,False,False,16.06,False,3528.0
2024/25,100166,Te Puke,SunGold,18,2025-04-28,51,3.426,PEST_CCP2,True,False,16.46,True,163.2
2024/25,100166,Te Puke,SunGold,19,2025-05-05,46,3.058,WEATHER,False,False,16.56,True,147.2
2024/25,100166,Te Puke,SunGold,20,2025-05-12,42,3.235,MTS_BREACH,False,False,15.75,False,4690.8
2024/25,100166,Te Puke,SunGold,21,2025-05-19,44,2.686,MTS_BREACH,False,False,15.28,False,5986.8
2024/25,100166,Te Puke,SunGold,22,2025-05-26,33,3.003,MTS_BREACH,False,False,15.9,False,3974.4
2024/25,100167,Te Puke,Green,11,2025-03-10,99,4.692,MTS_BREACH,False,False,15.03,False,5841.0
2024/25,100167,Te Puke,Green,12,2025-03-17,84,3.475,MECHANICAL,False,False,17.64,True,268.8
2024/25,100167,Te Puke,Green,13,2025-03-24,75,3.663,MECHANICAL,False,False,17.62,True,240.0
2024/25,100167,Te Puke,Green,14,2025-03-31,52,2.733,MECHANICAL,False,False,17.48,True,166.4
2024/25,100167,Te Puke,Green,15,2025-04-07,88,3.662,MECHANICAL,False,False,17.8,True,281.6
2024/25,100167,Te Puke,Green,16,2025-04-14,54,3.771,WEATHER,False,False,18.08,True,172.8
2024/25,100167,Te Puke,Green,17,2025-04-21,81,3.226,MECHANICAL,False,False,17.52,True,259.2
2024/25,100167,Te Puke,Green,18,2025-04-28,75,3.146,PEST_CCP2,True,False,16.82,True,240.0
2024/25,100167,Te Puke,Green,19,2025-05-05,57,3.865,MECHANICAL,False,False,16.46,True,182.4
2024/25,100167,Te Puke,Green,20,2025-05-12,44,3.043,MECHANICAL,False,False,17.34,True,140.8
2024/25,100168,Te Puke,SunGold,13,2025-03-24,46,2.722,WEATHER,False,False,16.69,True,147.2
2024/25,100168,Te Puke,SunGold,14,2025-03-31,53,2.806,MECHANICAL,False,False,16.1,True,169.6
2024/25,100168,Te Puke,SunGold,15,2025-04-07,51,3.118,MECHANICAL,False,False,16.1,True,163.2
2024/25,100168,Te Puke,SunGold,16,2025-04-14,51,3.373,WEATHER,False,False,16.48,True,163.2
2024/25,100168,Te Puke,SunGold,17,2025-04-21,52,3.806,COOLSTORE_CCP5,True,False,16.85,True,166.4
2024/25,100168,Te Puke,SunGold,18,2025-04-28,75,3.421,MTS_BREACH,False,False,15.68,False,7952.4
2024/25,100168,Te Puke,SunGold,19,2025-05-05,51,2.952,MECHANICAL,False,False,17.22,True,163.2
2024/25,100168,Te Puke,SunGold,20,2025-05-12,88,4.481,MECHANICAL,False,False,16.49,True,281.6
2024/25,100168,Te Puke,SunGold,21,2025-05-19,57,3.558,MTS_BREACH,False,False,15.19,False,5785.2
2024/25,100168,Te Puke,SunGold,22,2025-05-26,66,3.807,PEST_CCP3,True,True,16.73,True,211.2
2024/25,100169,Te Puke,Green,11,2025-03-10,26,2.972,MECHANICAL,False,False,15.83,True,83.2
2024/25,100169,Te Puke,Green,12,2025-03-17,47,3.626,PEST_CCP2,True,False,16.79,True,150.4
2024/25,100169,Te Puke,Green,13,2025-03-24,39,3.245,MTS_BREACH,False,False,15.36,False,3346.75
2024/25,100169,Te Puke,Green,14,2025-03-31,36,3.201,MECHANICAL,False,False,16.41,True,115.2
2024/25,100169,Te Puke,Green,15,2025-04-07,42,3.231,PEST_CCP2,True,False,16.63,True,134.4
2024/25,100169,Te Puke,Green,16,2025-04-14,50,3.65,COOLSTORE_CCP5,True,False,17.67,True,160.0
2024/25,100169,Te Puke,Green,17,2025-04-21,34,2.858,LOADOUT_CCP6,True,False,16.31,True,108.8
